id,type,name,aliases,region,state,city,lat,lon,facets,what,root,kin,sources,tier,confidence,needs_verification,updated,url
cafe-du-monde,place,Café du Monde,Cafe du Monde,louisiana,LA,New Orleans,29.95756,-90.06185,"{""state"": ""LA"", ""status"": ""open"", ""dough"": ""choux"", ""styles"": [""louisiana-beignet""]}","An open-air coffee stand on Decatur Street in the French Quarter, selling café au lait cut with chicory and beignets three to an order under powdered sugar.",,beignet|louisiana-beignet|chicory-coffee,s:wp-caf-du-monde,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/cafe-du-monde/
christys-donuts,place,Christy's Donuts,Christy's,socal|cambodian-american,CA,La Habra,33.93161,-117.94549,"{""state"": ""CA"", ""status"": ""unknown"", ""founded"": 1977, ""dough"": ""both"", ""styles"": [""socal-pink-box""]}","The La Habra shop Ted Ngoy bought in 1977, and the name he put on every shop he bought after it.",,ted-ngoy|socal-pink-box|the-donut-king,s:wp-ted-ngoy,cited,medium,True,2026-09-16,https://nanobotco.github.io/pink-box/place/christys-donuts/
czech-stop,place,Czech Stop and Little Czech Bakery,Czech Stop,texas,TX,West,31.80322,-97.09932,"{""state"": ""TX"", ""status"": ""open"", ""founded"": 1983, ""dough"": ""yeast"", ""counter"": ""kolaches"", ""styles"": [""texas-kolache-counter""]}","A combination deli, bakery and convenience store on Interstate 35 in West, Texas, selling kolaches, klobasniky and strudel to about 600 people a day.",,klobasnek|kolache|texas-kolache-counter,s:wp-czech-stop-and-little-czech-bakery|s:wp-west-texas,cited,medium,False,2026-09-16,https://nanobotco.github.io/pink-box/place/czech-stop/
donut-wheel,place,Donut Wheel,Jack's Donut Wheel,bay-area,CA,Livermore,37.68086,-121.77086,"{""state"": ""CA"", ""status"": ""open"", ""founded"": 1962, ""dough"": ""both""}","A Livermore landmark at the intersection of the city's four quadrants, trading since 1962.",,the-sign-outlives-the-owner|socal-pink-box,s:wp-donut-wheel,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/donut-wheel/
doughnut-plant,place,Doughnut Plant,Doughnut Plant NYC,nyc,NY,New York,40.71634,-73.98854,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1994, ""dough"": ""both""}","A New York bakery that treats the donut as a thing to redesign: square filled donuts, crème brûlée donuts, shapes that do not come off a standard cutter.",,nyc-bodega-donut|the-price-of-a-dozen,s:wp-doughnut-plant,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/doughnut-plant/
federal-donuts,place,Federal Donuts,Federal Donuts & Chicken,us,PA,Philadelphia,39.91879,-75.14676,"{""state"": ""PA"", ""status"": ""open"", ""founded"": 2011, ""dough"": ""cake""}","A Philadelphia counter selling donuts, coffee and fried chicken from the same window.",,why-the-egg-rolls|cake-donut,s:wp-federal-donuts,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/federal-donuts/
leonards-bakery,place,Leonard's Bakery,Leonard's|Leonard's Malasadas,hawaii,HI,East Honolulu,21.28491,-157.81328,"{""state"": ""HI"", ""status"": ""open"", ""founded"": 1952, ""dough"": ""yeast"", ""styles"": [""hawaii-malasada""]}",A Portuguese bakery on Kapahulu Avenue in Honolulu that made the malasada an everyday Hawaiian habit rather than a Carnival one.,,malasada|hawaii-malasada|malasada-day,s:wp-leonard-s-bakery,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/leonards-bakery/
pips-original,place,Pip's Original Doughnuts & Chai,Pip's Original,pacific-northwest,OR,Portland,45.54843,-122.61384,"{""state"": ""OR"", ""status"": ""open"", ""dough"": ""cake""}",A northeast Portland shop frying small cake donuts to order and serving house chai beside them.,,the-price-of-a-dozen|cake-donut,s:wp-pip-s-original-doughnuts-chai,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/pips-original/
psycho-donuts,place,Psycho Donuts,,bay-area,CA,Campbell,37.28674,-121.94954,"{""state"": ""CA"", ""status"": ""open"", ""founded"": 2009, ""dough"": ""both""}","A Campbell, California shop themed on ""craziness"", with donut names punning on mental illness, a straitjacket on the wall and a padded cell in the room.",,novelty-donut-shop,s:wp-psycho-donuts,cited,medium,False,2026-09-16,https://nanobotco.github.io/pink-box/place/psycho-donuts/
randys-donuts,place,Randy's Donuts,the big donut|Big Donut Drive-In (original),socal,CA,Inglewood,33.96185,-118.37038,"{""state"": ""CA"", ""status"": ""open"", ""founded"": 1952, ""dough"": ""both"", ""styles"": [""socal-pink-box""]}","A drive-in donut counter on West Manchester Boulevard in Inglewood, under a 1950s rooftop donut big enough to be a landmark from the 405. Open around the clock.",,giant-donut-roof|socal-pink-box|the-donut-hole|russell-wendell,s:wp-randy-s-donuts|s:wp-big-donuts-of-southern-california,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/randys-donuts/
round-rock-donuts,place,Round Rock Donuts,Lone Star Bakery,texas,TX,Round Rock,30.50954,-97.67991,"{""state"": ""TX"", ""status"": ""open"", ""founded"": 1926, ""dough"": ""both"", ""styles"": [""texas-kolache-counter""]}","A Texas counter trading since 1926, known for an outsized orange-yellow donut and a queue that starts early.",,texas-kolache-counter|kolache,s:wp-round-rock-donuts,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/round-rock-donuts/
seaside-donuts,place,Seaside Donuts Bakery,Seaside Bakery|Seaside,socal|cambodian-american,CA,Newport Beach,33.60869,-117.92897,"{""state"": ""CA"", ""status"": ""open"", ""founded"": 1985, ""dough"": ""both"", ""styles"": [""socal-pink-box""]}","A Cambodian-American bakery in Newport Beach, open 24 hours, known for cheap selections and a beachside room that fills up at odd hours.",,socal-pink-box|ted-ngoy|the-donut-king,s:wp-seaside-donuts-bakery,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/seaside-donuts/
the-donut-hole,place,The Donut Hole,Donut Hole La Puente,socal,CA,La Puente,34.03714,-117.95171,"{""state"": ""CA"", ""status"": ""open"", ""founded"": 1963, ""dough"": ""both"", ""styles"": [""socal-pink-box""]}","A drive-through bakery in La Puente shaped like two giant donuts: you drive in through one hole, order, and drive out through the other.",,giant-donut-roof|randys-donuts|socal-pink-box,s:wp-the-donut-hole|s:wp-big-donuts-of-southern-california,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/the-donut-hole/
top-pot-doughnuts,place,Top Pot Doughnuts,Top Pot,pacific-northwest,WA,Seattle,47.61524,-122.34113,"{""state"": ""WA"", ""status"": ""open"", ""founded"": 2002, ""dough"": ""both""}","A Seattle coffee-and-donut company begun on Capitol Hill, now 17 cafés around Puget Sound.",,voodoo-doughnut|what-is-a-mom-and-pop,s:wp-top-pot-doughnuts,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/top-pot-doughnuts/
voodoo-doughnut,place,Voodoo Doughnut,Voodoo,pacific-northwest,OR,Portland,45.52266,-122.67312,"{""state"": ""OR"", ""status"": ""open"", ""founded"": 2003, ""dough"": ""yeast""}","A Portland shop built on novelty donuts and a late-night queue, now with locations in several states.",,pink-box|socal-pink-box|top-pot-doughnuts,s:wp-voodoo-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/place/voodoo-doughnut/
adolph-levitt,person,Adolph Levitt,,nyc,NY,,,,"{""role"": ""inventor"", ""state"": ""NY""}",The Russian refugee who built the first automated donut machine in New York in 1920 and founded the Doughnut Corporation of America.,,doughnut-corporation-of-america|cake-batter|new-england-cider|national-dunking-association,s:wp-doughnut-shop|s:wp-cider-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/person/adolph-levitt/
bill-rosenberg,person,Bill Rosenberg,William Rosenberg,new-england,MA,,,,"{""role"": ""founder"", ""state"": ""MA""}","Opened the Open Kettle in Quincy, Massachusetts in 1948 and renamed it Dunkin' Donuts in 1950.",,dunkin|dunkin-country|the-pot-of-coffee,s:wp-dunkin-donuts,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/person/bill-rosenberg/
elizabeth-gregory,person,Elizabeth Gregory,,new-england,ME,,,,"{""role"": ""cook"", ""state"": ""ME""}","Hanson Gregory's mother, who by the Smithsonian's account made the deep-fried dough the ring story starts from.",,hanson-gregory|olykoek|hole,s:wp-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/person/elizabeth-gregory/
hanson-gregory,person,Hanson Gregory,Captain Gregory,new-england,ME,,,,"{""role"": ""inventor"", ""state"": ""ME""}","The New England sailor who said he punched the first hole in a donut in 1847, at sixteen, aboard a lime-trading ship.",,hole|olykoek|elizabeth-gregory,s:wp-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/person/hanson-gregory/
ning-yen,person,Ning Yen,,socal|cambodian-american,CA,,,,"{""role"": ""founder"", ""state"": ""CA""}","Credited with Ted Ngoy for the pink donut box, after helping other Cambodians set up shops in Southern California.",,ted-ngoy|pink-box|socal-pink-box,s:wp-cambodian-americans,cited,medium,True,2026-09-16,https://nanobotco.github.io/pink-box/person/ning-yen/
russell-wendell,person,Russell C. Wendell,Russell Wendell,socal,CA,,,,"{""role"": ""founder"", ""state"": ""CA""}",The machine salesman who founded the Big Do-Nut Drive-In chain and put 22-foot donuts on its roofs.,,randys-donuts|giant-donut-roof|the-donut-hole,s:wp-big-donuts-of-southern-california|s:wp-randy-s-donuts,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/person/russell-wendell/
ted-ngoy,person,Ted Ngoy,Bun Tek Ngoy|the Donut King,socal|cambodian-american,CA,,,,"{""role"": ""founder"", ""state"": ""CA""}","The Cambodian refugee who turned one La Habra donut shop into a trade for a community, and lost the fortune it made him.",,socal-pink-box|christys-donuts|ning-yen|winchells|the-donut-king|pink-box,s:wp-ted-ngoy|s:wp-the-donut-king|s:wp-cambodian-americans,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/person/ted-ngoy/
vernon-rudolph,person,Vernon Rudolph,,the-south,NC,,,,"{""role"": ""founder"", ""state"": ""NC""}",Bought a yeast-raised recipe from a New Orleans chef and opened in Winston-Salem in 1937.,,krispy-kreme|southern-hot-now|the-2am-shift|hot-now,s:wp-krispy-kreme,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/person/vernon-rudolph/
b-and-h-distributors,org,B & H Bakery Distributors,,socal|cambodian-american,CA,,,,"{""state"": ""CA"", ""status"": ""open""}",A Cambodian-American bakery supply business serving California donut shops.,,socal-pink-box|why-the-egg-rolls|pink-box,s:kqed-donuts-chinese,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/b-and-h-distributors/
daylight-donuts,org,Daylight Donuts,Daylight Donut Flour Company,us|texas,OK,,,,"{""state"": ""OK"", ""status"": ""open"", ""founded"": 1954}",The Tulsa company that sells donut mix and a sign to roughly 950 independently owned shops in 13 countries.,,tulsa-mix-shop|mom-and-pop|cake-batter,s:wp-daylight-donuts,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/daylight-donuts/
doughnut-corporation-of-america,org,Doughnut Corporation of America,DCA,nyc|us,NY,,,,"{""state"": ""NY"", ""status"": ""closed""}","Adolph Levitt's company: donut machines, mixes, the Mayflower shop in Times Square, and the National Dunking Association.",,adolph-levitt|national-dunking-association|cider-donut|cake-batter,s:wp-doughnut-shop|s:wp-national-dunking-association|s:wp-cider-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/doughnut-corporation-of-america/
dunkin,org,Dunkin',Dunkin' Donuts,new-england|us,MA,,,,"{""state"": ""MA"", ""status"": ""open"", ""founded"": 1948}","The Quincy, Massachusetts chain that paired coffee and donuts nationally, and the oldest surviving company using the short spelling.",,dunkin-country|bill-rosenberg|donut-spelling|mister-donut,s:wp-dunkin-donuts,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/dunkin/
krispy-kreme,org,Krispy Kreme,"Krispy Kreme Doughnuts, Inc.",the-south|us,NC,,,,"{""state"": ""NC"", ""status"": ""open"", ""founded"": 1937}","The Winston-Salem company built on a bought yeast-raised recipe, a window you can watch the line through, and a lit sign.",,southern-hot-now|vernon-rudolph|hot-now|krispy-kreme-challenge,s:wp-krispy-kreme,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/krispy-kreme/
mister-donut,org,Mister Donut,,new-england|us,MA,,,,"{""state"": ""MA"", ""status"": ""open"", ""founded"": 1956}","The chain founded by Harry Winokur, Bill Rosenberg's former partner, absorbed into Dunkin' in the United States and still large in Asia.",,dunkin|mochi-donut|mochinut,s:wp-mister-donut|s:wp-dunkin-donuts|s:wp-mochi-donut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/mister-donut/
mochinut,org,Mochinut,,us,,,,,"{""status"": ""open""}",A franchise selling mochi donuts and Korean corn dogs that spread rapidly across American strip malls in the 2020s.,,mochi-donut|why-the-egg-rolls|mister-donut,s:wp-mochinut|s:wp-mochi-donut,cited,medium,False,2026-09-16,https://nanobotco.github.io/pink-box/org/mochinut/
national-dunking-association,org,National Dunking Association,,nyc|us,NY,,,,"{""state"": ""NY"", ""status"": ""closed""}",A membership organisation started by the Doughnut Corporation of America in the 1930s to popularise donuts in North America.,,dunking|doughnut-corporation-of-america|the-pot-of-coffee,s:wp-national-dunking-association,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/national-dunking-association/
salvation-army-lassies,org,The Salvation Army doughnut huts,Donut Girls|Doughnut Lassies,us,,,,,"{""status"": ""closed""}",The World War I canteens where Salvation Army volunteers fried donuts for American soldiers in France — and the reason there is a National Donut Day.,,national-donut-day|salvation-army,s:wp-national-donut-day,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/salvation-army-lassies/
salvation-army,org,The Salvation Army,,us,,,,,"{""status"": ""open""}","The Christian charitable organisation whose World War I canteens fried donuts for American soldiers, and whose Chicago branch created National Donut Day in 1938.",,salvation-army-lassies|national-donut-day,s:wp-national-donut-day|s:wp-salvation-army,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/salvation-army/
winchells,org,Winchell's Donut House,Winchell's,socal|us,CA,,,,"{""state"": ""CA"", ""status"": ""open"", ""founded"": 1948}","The Temple City, California chain founded by Verne Winchell on 8 October 1948.",,ted-ngoy|socal-pink-box|yum-yum-donuts,s:wp-winchell-s-donuts|s:wp-ted-ngoy,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/org/winchells/
yum-yum-donuts,org,Yum Yum Donut Shops,Yum Yum Donuts,socal,CA,,,,"{""state"": ""CA"", ""status"": ""open""}","A Southern California donut chain, and since 2004 the owner of Winchell's.",,winchells|socal-pink-box,s:wp-yum-yum-donuts|s:wp-winchell-s-donuts,cited,medium,False,2026-09-16,https://nanobotco.github.io/pink-box/org/yum-yum-donuts/
fastnacht-day,event,Fastnacht Day,Fasnacht Day|Shrove Tuesday,pennsylvania-dutch,PA,Lancaster,40.0379,-76.3055,"{""when"": ""Shrove Tuesday"", ""status"": ""open"", ""state"": ""PA""}","Shrove Tuesday in Pennsylvania Dutch country, named after the donut rather than the fast.",,fastnacht|pennsylvania-fastnacht|paczki-day,s:wp-fasnacht-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/event/fastnacht-day/
krispy-kreme-challenge,event,Krispy Kreme Challenge,,the-south,NC,Raleigh,35.7796,-78.6382,"{""when"": ""February"", ""status"": ""open"", ""state"": ""NC"", ""founded"": 2004}","An annual charity run in Raleigh: 2.5 miles to a Krispy Kreme, a dozen donuts, and 2.5 miles back, inside an hour.",,krispy-kreme|the-dozen|southern-hot-now,s:wp-krispy-kreme-challenge,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/event/krispy-kreme-challenge/
malasada-day,event,Malasada Day,Terça-feira Gorda,hawaii,HI,Honolulu,21.3069,-157.8583,"{""when"": ""Shrove Tuesday"", ""status"": ""open"", ""state"": ""HI""}","The Hawaiian observance of Shrove Tuesday, kept by eating malasadas.",,malasada|hawaii-malasada|leonards-bakery|fastnacht-day,s:wp-malassada,cited,medium,True,2026-09-16,https://nanobotco.github.io/pink-box/event/malasada-day/
national-donut-day,event,National Donut Day,National Doughnut Day,us,IL,Chicago,41.8781,-87.6298,"{""when"": ""first Friday in June"", ""status"": ""open"", ""founded"": 1938}","An American observance on the first Friday of June, with free donuts at many shops.",,salvation-army-lassies|salvation-army|glazed-raised,s:wp-national-donut-day,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/event/national-donut-day/
orchard-season,event,Cider donut season,harvest season|apple picking,new-england|upstate-ny|upper-midwest,,,,,"{""when"": ""September to November or December"", ""status"": ""seasonal""}",The weeks when orchards and cider mills in the Northeast and Midwest run donut machines for the people who came to pick apples.,,cider-donut|new-england-cider|adolph-levitt,s:wp-cider-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/event/orchard-season/
paczki-day,event,Paczki Day,Fat Tuesday|Shrove Tuesday,chicago|detroit,MI,Hamtramck,42.3928,-83.0497,"{""when"": ""Shrove Tuesday"", ""status"": ""open"", ""state"": ""MI""}","The Tuesday before Lent, kept in Polish-American cities — Chicago, Milwaukee, Detroit, Windsor — as a day for eating pączki.",,paczki|chicago-polish-bakery|fastnacht-day,s:wp-p-czki|s:wp-fasnacht-doughnut|s:wp-hamtramck-michigan,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/event/paczki-day/
bar,term,Bar,long john|finger doughnut|cream stick|éclair (as sold),us,,,,,"{""letter"": ""B"", ""part_of_speech"": ""noun""}","A rectangular raised donut, glazed or iced, sometimes filled.","the shape: a bar of dough, cut rectangular rather than rung",long-john|maple-bar|bar-or-long-john,s:wp-long-john-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/bar/
cruller-word,term,Cruller,kruller|crulla,us,,,,,"{""letter"": ""C"", ""part_of_speech"": ""noun""}","In North America: either a small loaf- or stick-shaped cake donut, or the choux ring sold as a French cruller.","Dutch kruller, from krullen, to curl",french-cruller|fry-cake,s:wp-cruller,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/cruller-word/
day-old,term,Day-old,yesterday's|seconds,us,,,,,"{""letter"": ""D"", ""part_of_speech"": ""adjective""}","Yesterday's donuts, sold cheap.",plain description: a donut a day old,day-old-rack|glazed-raised,s:this-project,tradition,medium,False,2026-09-16,https://nanobotco.github.io/pink-box/word/day-old/
donut-spelling,term,Donut / doughnut,donut|doughnut,us,,,,,"{""letter"": ""D"", ""part_of_speech"": ""noun""}","Two spellings of the same word. Doughnut is the older form and still dominates in print; donut is American, shorter, and on more signs.","dough + nut, where nut carries the older sense of a small rounded cake or cookie, as in ginger nut",hole|dunkin,s:wp-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/donut-spelling/
dunking,term,Dunking,dunk,us,,,,,"{""letter"": ""D"", ""part_of_speech"": ""verb""}","Putting a donut in coffee. For twenty-odd years, an organised pastime with officers.","dunk, from Pennsylvania German dunke, to dip, from Middle High German dunken",national-dunking-association|the-pot-of-coffee|doughnut-corporation-of-america,s:wp-national-dunking-association,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/dunking/
fry-cake,term,Fry cake,fried cake,us,,,,,"{""letter"": ""F"", ""part_of_speech"": ""noun""}","An older American name for the cake donut, still on some signs and menus.",fried + cake: a cake cooked in fat rather than an oven,cake-donut|old-fashioned|cruller-word,s:wp-old-fashioned-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/fry-cake/
hole,term,The hole,the middle|the ring,us,,,,,"{""letter"": ""T"", ""part_of_speech"": ""noun""}","The absence in the middle of a ring donut, and the argument about who first made one.","the ordinary English word, applied to the absence and then sold as the piece removed",donut-holes|hanson-gregory|olykoek,s:wp-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/hole/
hot-now,term,Hot now,hot light|hot doughnuts now,us,,,,,"{""letter"": ""H"", ""part_of_speech"": ""phrase""}",A lit sign saying donuts are coming out of the fryer at that moment.,two words on a lit sign; plain description turned into a signal,southern-hot-now|krispy-kreme|the-2am-shift,s:wp-krispy-kreme,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/hot-now/
jimmies,term,Jimmies,sprinkles|hundreds and thousands|nonpareils,us,,,,,"{""letter"": ""J"", ""part_of_speech"": ""noun""}","The long rod-shaped sprinkles, above all the chocolate ones. The tiny balls are nonpareils.",uncertain; Just Born Candy Company says it named them after an employee,sprinkle-and-dip|dunkin-country,s:wp-sprinkles,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/jimmies/
mom-and-pop,term,Mom-and-pop,independent|family shop,us,,,,,"{""letter"": ""M"", ""part_of_speech"": ""noun""}","A shop owned and worked by the family that runs it, as against a franchise or a company-owned store.",American English for a business run by a married couple or a family,tulsa-mix-shop|what-is-a-mom-and-pop|daylight-donuts,s:wp-daylight-donuts|s:wp-spudnut-shops,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/mom-and-pop/
olykoek,term,Olykoek,oly koek|oliekoek|oil cake,us,,,,,"{""letter"": ""O"", ""part_of_speech"": ""noun""}","The Dutch fried dough ball that came to New Amsterdam, and the American donut's direct ancestor: sweetened dough fried in fat, with no hole.","Dutch oliekoek, oil cake",hole|glazed-raised,s:wp-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/olykoek/
powdered-sugar,term,Powdered sugar,confectioner's sugar|icing sugar|10X,us,,,,,"{""letter"": ""P"", ""part_of_speech"": ""noun""}","Sugar ground fine and cut with a little starch to stop it caking. The base of every glaze and the finish on beignets, malasadas and pączki.","sugar ground to a powder; confectioner's sugar in the trade, icing sugar in Britain",glaze-table|beignet,s:wp-powdered-sugar,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/word/powdered-sugar/
the-dozen,term,The dozen,a dozen|half dozen|baker's dozen,us,,,,,"{""letter"": ""T"", ""part_of_speech"": ""noun""}","The unit donuts are sold in, and the reason for the box.","from Old French dozeine, twelve; a baker's dozen is thirteen",pink-box|the-case|the-price-of-a-dozen,s:this-project,tradition,medium,False,2026-09-16,https://nanobotco.github.io/pink-box/word/the-dozen/
anthora-cup,art,The Anthora cup,We Are Happy To Serve You|the Greek cup,nyc,NY,,,,"{""kind"": ""print"", ""state"": ""NY""}","The blue-and-white paper coffee cup with a Greek meander border and the words ""We Are Happy To Serve You"", designed for New York's Greek-run coffee shops.",,nyc-bodega-donut|bacon-egg-and-cheese|the-pot-of-coffee,s:wp-anthora|s:wp-greek-americans,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/art/anthora-cup/
giant-donut-roof,art,The donut on the roof,big donut|programmatic architecture,socal,CA,,,,"{""kind"": ""sign"", ""state"": ""CA""}","Oversize donuts built on or around Southern California shops to catch drivers: roadside novelty architecture, most of it from the decade after the Second World War.",,randys-donuts|the-donut-hole|russell-wendell|neon-donut,s:wp-big-donuts-of-southern-california|s:wp-randy-s-donuts|s:wp-the-donut-hole,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/art/giant-donut-roof/
hand-lettered-board,art,The hand-lettered board,the menu board|marker on card,us,,,,,"{""kind"": ""sign""}","The menu written by hand — on card, on a whiteboard, on the glass — and updated by writing over it.",,why-the-egg-rolls|socal-pink-box|the-case,s:this-project,inference,medium,False,2026-09-16,https://nanobotco.github.io/pink-box/art/hand-lettered-board/
mr-spudnut,art,Mr. Spudnut and the mascots,Dunkie|Mr. Spudnut,us,,,,,"{""kind"": ""mascot""}",The cartoon characters donut companies used to sell themselves in the middle of the twentieth century.,,spudnut|dunkin|neon-donut,s:wp-spudnut-shops|s:wp-dunkin-donuts,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/art/mr-spudnut/
neon-donut,art,Neon and the lit sign,the hot sign|the neon ring,us,,,,,"{""kind"": ""neon""}","Signs that advertise by light: a neon ring, a lit arrow, a plastic panel with DONUTS in red, and the hot sign that says the fryer is going.",,hot-now|spudnut|the-sign-outlives-the-owner|giant-donut-roof,s:wp-krispy-kreme|s:wp-spudnut-shops,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/art/neon-donut/
pink-box,art,The pink box,the box|1-dozen pink,socal|us,CA,,,,"{""kind"": ""box"", ""state"": ""CA""}","The matte pink paperboard box a dozen donuts go into: the most recognisable object in the American trade, and the cheapest.",,ted-ngoy|ning-yen|socal-pink-box|voodoo-doughnut|the-dozen,s:wp-cambodian-americans|s:wp-voodoo-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/art/pink-box/
bar-or-long-john,story,Bar or Long John,what to call it|the word map,us,,,,,"{""kind"": ""map""}","One rectangular raised donut, at least five names, and a map of the country hiding inside a bakery case.",,bar|long-john|maple-bar|bismarck|jimmies|bear-claw,s:wp-long-john-doughnut|s:wp-sprinkles|s:wp-bear-claw|s:wp-klob-sn-k,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/story/bar-or-long-john/
cake-against-raised,story,Cake against raised,cake vs yeast|the two doughs,us,,,,,"{""kind"": ""essay""}","Two doughs, one kettle, and an argument every shop settles twice a day. Raised dough is lifted by yeast and takes about 150 seconds at 182 to 190 °C; cake batter is lifted by baking powder or soda and takes about 90 seconds at 190 to 198 °C. Yeast rings average 38 grams, cake rings 24 to 28. The fat numbers are where the published accounts stop agreeing, and this page lays both out rather than picking one.",,glazed-raised|cake-donut|the-fryer|yeast-raise|cake-batter|old-fashioned,s:wp-doughnut|s:wp-cake-doughnut|s:wp-old-fashioned-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/story/cake-against-raised/
donuts-per-capita,story,Where the shops actually are,donuts per capita|the density map,us,,,,,"{""kind"": ""map""}","Donut shops are not spread evenly, and the places with the most of them are not the places with the most famous ones.",,the-counter|dunkin-country|socal-pink-box|what-is-a-mom-and-pop,s:wp-doughnut-shop|s:kqed-donuts-chinese|s:wp-doughnut,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/story/donuts-per-capita/
free-to-use,story,Where all of this came from,sources|resources,us,,,,,"{""kind"": ""resources""}","What this site is built from, what each thing is licensed under, and what it does not cover.",,what-is-a-mom-and-pop|donuts-per-capita|the-price-of-a-dozen,s:this-project|s:wp-doughnut|s:kqed-donuts-chinese,inference,high,False,2026-09-16,https://nanobotco.github.io/pink-box/story/free-to-use/
the-counter,story,The counter,what else is in the case,us,,,,,"{""kind"": ""map""}","What a donut shop sells besides donuts, region by region, and what this project can show evidence for. Egg rolls in Southern California, klobasniky in Texas, breakfast burritos in New Mexico, bacon egg and cheese in New York, biscuits and gravy in the South, boba almost anywhere after 2015.",,why-the-egg-rolls|egg-roll|klobasnek|breakfast-burrito|bacon-egg-and-cheese|biscuits-and-gravy|boba,s:kqed-donuts-chinese|s:wp-klob-sn-k|s:wp-breakfast-burrito|s:wp-bacon-egg-and-cheese-sandwich,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/story/the-counter/
the-donut-king,story,The Donut King,Ted Ngoy's story,socal|cambodian-american,,,,,"{""kind"": ""essay""}","How one man's shop in La Habra became a trade for a community, and what happened to the man. Ted Ngoy fled the Khmer Rouge in 1975, trained at a chain, bought a shop in 1977, and by the mid-1980s had leased shops to more than a hundred sponsored families. He also gambled it away.",,ted-ngoy|christys-donuts|pink-box|socal-pink-box|winchells|why-the-egg-rolls|ning-yen,s:wp-ted-ngoy|s:kqed-donuts-chinese|s:wp-cambodian-americans|s:wp-the-donut-king,cited,high,False,2026-09-16,https://nanobotco.github.io/pink-box/story/the-donut-king/
